ID_CHAMADA,CLASSIFICACAO,CLASSIFICACAO_DETALHE,COUNT_COMPORTAMENTO
1076,CHAMADA COM ACORDO,CHAMADA COM ACORDO,8
1076,PROPOSTA,DESCONTO A VISTA,1
1076,PROPOSTA,PRAZO PARA PAGAMENTO,9
1076,SONDAGEM,MOTIVO DO ATRASO,8
1077,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1077,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1077,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1077,PROPOSTA,DESCONTO A VISTA,3
1077,PROPOSTA,PRAZO PARA PAGAMENTO,1
1077,SONDAGEM,AVALIACAO FINANCEIRA,4
1077,SONDAGEM,MOTIVO DO ATRASO,6
1078,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1078,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1078,PROPOSTA,PRAZO PARA PAGAMENTO,4
1078,SONDAGEM,AVALIACAO FINANCEIRA,3
1078,SONDAGEM,MOTIVO DO ATRASO,6
1079,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1079,CHAMADA COM ACORDO,CHAMADA COM ACORDO,6
1079,PROPOSTA,PRAZO PARA PAGAMENTO,5
1080,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1080,ARGUMENTAÇÃO,NEGATIVAÇÃO,6
1080,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1080,PROPOSTA,DESCONTO A VISTA,8
1080,PROPOSTA,PRAZO PARA PAGAMENTO,4
1080,PROPOSTA,TAXAS  E JUROS,1
1080,SONDAGEM,MOTIVO DO ATRASO,3
1081,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,5
1081,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,6
1081,PROPOSTA,DESCONTO PARCELADO,1
1081,PROPOSTA,PRAZO PARA PAGAMENTO,2
1082,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1082,PROPOSTA,PRAZO PARA PAGAMENTO,2
1082,SONDAGEM,AVALIACAO FINANCEIRA,1
1082,SONDAGEM,MOTIVO DO ATRASO,7
1083,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1083,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1083,PROPOSTA,DESCONTO A VISTA,3
1083,PROPOSTA,PRAZO PARA PAGAMENTO,3
1083,SONDAGEM,AVALIACAO FINANCEIRA,3
1083,SONDAGEM,MOTIVO DO ATRASO,3
1084,SONDAGEM,AVALIACAO FINANCEIRA,4
1084,SONDAGEM,MOTIVO DO ATRASO,1
1085,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1085,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1085,PROPOSTA,PRAZO PARA PAGAMENTO,8
1085,SONDAGEM,AVALIACAO FINANCEIRA,1
1085,SONDAGEM,MOTIVO DO ATRASO,3
1086,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1086,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1086,PROPOSTA,PRAZO PARA PAGAMENTO,7
1086,SONDAGEM,AVALIACAO FINANCEIRA,2
1086,SONDAGEM,MOTIVO DO ATRASO,9
1087,SONDAGEM,MOTIVO DO ATRASO,1
1088,ARGUMENTAÇÃO,NEGATIVAÇÃO,6
1088,PROPOSTA,DESCONTO A VISTA,1
1088,SONDAGEM,AVALIACAO FINANCEIRA,1
1088,SONDAGEM,MOTIVO DO ATRASO,7
1089,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1089,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1089,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1089,PROPOSTA,PRAZO PARA PAGAMENTO,5
1089,SONDAGEM,MOTIVO DO ATRASO,6
1090,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1090,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1090,PROPOSTA,DESCONTO A VISTA,3
1090,PROPOSTA,PRAZO PARA PAGAMENTO,6
1090,SONDAGEM,AVALIACAO FINANCEIRA,7
1090,SONDAGEM,MOTIVO DO ATRASO,9
1091,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1091,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1091,SONDAGEM,MOTIVO DO ATRASO,4
1092,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1092,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1092,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1092,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1092,PROPOSTA,PRAZO PARA PAGAMENTO,3
1092,SONDAGEM,AVALIACAO FINANCEIRA,5
1092,SONDAGEM,MOTIVO DO ATRASO,4
1093,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1093,PROPOSTA,DESCONTO A VISTA,1
1093,PROPOSTA,PRAZO PARA PAGAMENTO,7
1093,SONDAGEM,AVALIACAO FINANCEIRA,4
1093,SONDAGEM,MOTIVO DO ATRASO,4
1094,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1094,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1094,PROPOSTA,PRAZO PARA PAGAMENTO,2
1094,SONDAGEM,AVALIACAO FINANCEIRA,6
1095,SONDAGEM,MOTIVO DO ATRASO,1
1096,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1096,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1096,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1096,PROPOSTA,PRAZO PARA PAGAMENTO,7
1096,SONDAGEM,AVALIACAO FINANCEIRA,6
1096,SONDAGEM,MOTIVO DO ATRASO,6
1097,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1097,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1097,PROPOSTA,DESCONTO A VISTA,1
1097,PROPOSTA,PRAZO PARA PAGAMENTO,6
1097,SONDAGEM,AVALIACAO FINANCEIRA,2
1097,SONDAGEM,MOTIVO DO ATRASO,9
1098,SONDAGEM,MOTIVO DO ATRASO,3
1099,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1099,PROPOSTA,DESCONTO A VISTA,1
1099,PROPOSTA,PRAZO PARA PAGAMENTO,3
1099,SONDAGEM,AVALIACAO FINANCEIRA,7
1099,SONDAGEM,MOTIVO DO ATRASO,11
1100,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1100,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1100,PROPOSTA,PRAZO PARA PAGAMENTO,2
1100,SONDAGEM,MOTIVO DO ATRASO,4
1101,SONDAGEM,AVALIACAO FINANCEIRA,3
1101,SONDAGEM,MOTIVO DO ATRASO,2
1102,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1102,PROPOSTA,DESCONTO A VISTA,1
1102,SONDAGEM,AVALIACAO FINANCEIRA,2
1102,SONDAGEM,MOTIVO DO ATRASO,2
1103,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1103,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1103,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1103,PROPOSTA,PRAZO PARA PAGAMENTO,5
1103,SONDAGEM,AVALIACAO FINANCEIRA,3
1103,SONDAGEM,MOTIVO DO ATRASO,9
1104,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1104,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,15
1104,ARGUMENTAÇÃO,NEGATIVAÇÃO,6
1104,PROPOSTA,PRAZO PARA PAGAMENTO,7
1104,SONDAGEM,AVALIACAO FINANCEIRA,5
1104,SONDAGEM,MOTIVO DO ATRASO,11
1105,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1105,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1105,PROPOSTA,DESCONTO A VISTA,2
1105,PROPOSTA,PRAZO PARA PAGAMENTO,12
1105,SONDAGEM,AVALIACAO FINANCEIRA,10
1105,SONDAGEM,MOTIVO DO ATRASO,10
1106,PROPOSTA,PRAZO PARA PAGAMENTO,3
1107,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1107,PROPOSTA,PRAZO PARA PAGAMENTO,1
1107,SONDAGEM,MOTIVO DO ATRASO,4
1108,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1108,PROPOSTA,DESCONTO A VISTA,5
1108,SONDAGEM,AVALIACAO FINANCEIRA,1
1108,SONDAGEM,MOTIVO DO ATRASO,8
1109,PROPOSTA,DESCONTO A VISTA,1
1109,PROPOSTA,PRAZO PARA PAGAMENTO,3
1109,PROPOSTA,TAXAS  E JUROS,1
1109,SONDAGEM,AVALIACAO FINANCEIRA,2
1109,SONDAGEM,MOTIVO DO ATRASO,3
1110,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1110,CHAMADA COM ACORDO,CHAMADA COM ACORDO,6
1110,PROPOSTA,DESCONTO A VISTA,3
1110,PROPOSTA,PRAZO PARA PAGAMENTO,4
1110,SONDAGEM,AVALIACAO FINANCEIRA,1
1110,SONDAGEM,MOTIVO DO ATRASO,4
1111,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1111,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1111,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1111,PROPOSTA,DESCONTO A VISTA,3
1111,PROPOSTA,PRAZO PARA PAGAMENTO,3
1111,SONDAGEM,MOTIVO DO ATRASO,2
1112,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1112,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1112,PROPOSTA,PRAZO PARA PAGAMENTO,4
1112,SONDAGEM,AVALIACAO FINANCEIRA,4
1113,SONDAGEM,AVALIACAO FINANCEIRA,1
1113,SONDAGEM,MOTIVO DO ATRASO,6
1114,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1114,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1114,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1114,PROPOSTA,DESCONTO A VISTA,2
1114,PROPOSTA,DESCONTO PARCELADO,1
1114,PROPOSTA,PRAZO PARA PAGAMENTO,3
1114,SONDAGEM,AVALIACAO FINANCEIRA,8
1114,SONDAGEM,MOTIVO DO ATRASO,7
1115,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1115,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,10
1115,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1115,PROPOSTA,PRAZO PARA PAGAMENTO,4
1115,SONDAGEM,MOTIVO DO ATRASO,5
1116,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1116,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,2
1116,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1116,PROPOSTA,ENTRADA,1
1116,PROPOSTA,PRAZO PARA PAGAMENTO,1
1116,SONDAGEM,AVALIACAO FINANCEIRA,12
1117,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1117,PROPOSTA,DESCONTO A VISTA,2
1117,PROPOSTA,PRAZO PARA PAGAMENTO,1
1117,SONDAGEM,AVALIACAO FINANCEIRA,1
1118,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1118,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1118,PROPOSTA,DESCONTO A VISTA,1
1118,PROPOSTA,ENTRADA,1
1118,PROPOSTA,PRAZO PARA PAGAMENTO,4
1118,PROPOSTA,TAXAS  E JUROS,1
1118,SONDAGEM,MOTIVO DO ATRASO,5
1119,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1119,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,8
1119,PROPOSTA,PRAZO PARA PAGAMENTO,2
1119,SONDAGEM,AVALIACAO FINANCEIRA,2
1119,SONDAGEM,MOTIVO DO ATRASO,7
1120,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,5
1120,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1120,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1120,CHAMADA COM ACORDO,CHAMADA COM ACORDO,6
1120,PROPOSTA,ENTRADA,3
1120,PROPOSTA,PRAZO PARA PAGAMENTO,3
1120,SONDAGEM,AVALIACAO FINANCEIRA,4
1120,SONDAGEM,MOTIVO DO ATRASO,1
1121,PROPOSTA,PRAZO PARA PAGAMENTO,3
1122,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1122,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,12
1122,PROPOSTA,DESCONTO A VISTA,1
1122,PROPOSTA,PRAZO PARA PAGAMENTO,4
1122,SONDAGEM,AVALIACAO FINANCEIRA,1
1122,SONDAGEM,MOTIVO DO ATRASO,8
1123,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1123,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1123,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1123,PROPOSTA,DESCONTO A VISTA,2
1123,PROPOSTA,PRAZO PARA PAGAMENTO,2
1123,SONDAGEM,AVALIACAO FINANCEIRA,2
1123,SONDAGEM,MOTIVO DO ATRASO,5
1124,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1124,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1124,PROPOSTA,PRAZO PARA PAGAMENTO,3
1124,SONDAGEM,AVALIACAO FINANCEIRA,3
1124,SONDAGEM,MOTIVO DO ATRASO,4
1125,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1125,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1125,SONDAGEM,AVALIACAO FINANCEIRA,1
1125,SONDAGEM,MOTIVO DO ATRASO,5
1126,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1126,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1126,PROPOSTA,PRAZO PARA PAGAMENTO,4
1126,SONDAGEM,AVALIACAO FINANCEIRA,5
1126,SONDAGEM,MOTIVO DO ATRASO,10
1127,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1127,PROPOSTA,PRAZO PARA PAGAMENTO,2
1127,SONDAGEM,MOTIVO DO ATRASO,5
1128,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1128,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1128,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1128,PROPOSTA,PRAZO PARA PAGAMENTO,9
1128,SONDAGEM,AVALIACAO FINANCEIRA,8
1128,SONDAGEM,MOTIVO DO ATRASO,3
1129,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,5
1129,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1129,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1129,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1129,PROPOSTA,PRAZO PARA PAGAMENTO,7
1129,SONDAGEM,AVALIACAO FINANCEIRA,5
1129,SONDAGEM,MOTIVO DO ATRASO,4
1130,SONDAGEM,AVALIACAO FINANCEIRA,1
1130,SONDAGEM,MOTIVO DO ATRASO,4
1131,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1131,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1131,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1131,PROPOSTA,DESCONTO A VISTA,3
1131,PROPOSTA,PRAZO PARA PAGAMENTO,6
1131,SONDAGEM,AVALIACAO FINANCEIRA,7
1131,SONDAGEM,MOTIVO DO ATRASO,6
1132,SONDAGEM,AVALIACAO FINANCEIRA,4
1132,SONDAGEM,MOTIVO DO ATRASO,7
1133,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1133,PROPOSTA,PRAZO PARA PAGAMENTO,4
1133,SONDAGEM,AVALIACAO FINANCEIRA,4
1133,SONDAGEM,MOTIVO DO ATRASO,4
1134,SONDAGEM,AVALIACAO FINANCEIRA,1
1135,PROPOSTA,PRAZO PARA PAGAMENTO,1
1136,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1136,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1136,PROPOSTA,PRAZO PARA PAGAMENTO,2
1136,SONDAGEM,MOTIVO DO ATRASO,4
1137,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1137,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1137,PROPOSTA,DESCONTO A VISTA,2
1137,PROPOSTA,PRAZO PARA PAGAMENTO,3
1137,SONDAGEM,AVALIACAO FINANCEIRA,2
1137,SONDAGEM,MOTIVO DO ATRASO,8
1138,PROPOSTA,PRAZO PARA PAGAMENTO,5
1138,SONDAGEM,AVALIACAO FINANCEIRA,4
1138,SONDAGEM,MOTIVO DO ATRASO,5
1139,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1140,PROPOSTA,PRAZO PARA PAGAMENTO,1
1140,SONDAGEM,AVALIACAO FINANCEIRA,3
1140,SONDAGEM,MOTIVO DO ATRASO,3
1141,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1141,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1141,PROPOSTA,PRAZO PARA PAGAMENTO,6
1141,SONDAGEM,AVALIACAO FINANCEIRA,8
1142,PROPOSTA,PRAZO PARA PAGAMENTO,1
1142,SONDAGEM,AVALIACAO FINANCEIRA,5
1143,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1143,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1143,CHAMADA COM ACORDO,CHAMADA COM ACORDO,8
1143,PROPOSTA,DESCONTO A VISTA,3
1143,PROPOSTA,PRAZO PARA PAGAMENTO,7
1143,SONDAGEM,AVALIACAO FINANCEIRA,6
1144,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1144,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1144,PROPOSTA,PRAZO PARA PAGAMENTO,5
1144,SONDAGEM,MOTIVO DO ATRASO,4
1145,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1145,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,8
1145,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1145,PROPOSTA,PRAZO PARA PAGAMENTO,3
1145,SONDAGEM,AVALIACAO FINANCEIRA,4
1145,SONDAGEM,MOTIVO DO ATRASO,8
1146,SONDAGEM,MOTIVO DO ATRASO,4
1147,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1147,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1147,PROPOSTA,PRAZO PARA PAGAMENTO,4
1147,SONDAGEM,AVALIACAO FINANCEIRA,1
1147,SONDAGEM,MOTIVO DO ATRASO,1
1148,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1148,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1148,PROPOSTA,DESCONTO A VISTA,2
1148,SONDAGEM,MOTIVO DO ATRASO,9
1149,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1149,PROPOSTA,PRAZO PARA PAGAMENTO,5
1149,PROPOSTA,TAXAS  E JUROS,1
1149,SONDAGEM,MOTIVO DO ATRASO,1
1150,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1150,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1150,PROPOSTA,DESCONTO A VISTA,1
1150,PROPOSTA,ENTRADA,1
1150,PROPOSTA,PRAZO PARA PAGAMENTO,5
1150,PROPOSTA,TAXAS  E JUROS,1
1150,SONDAGEM,AVALIACAO FINANCEIRA,4
1150,SONDAGEM,MOTIVO DO ATRASO,7
1151,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1151,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1151,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1151,PROPOSTA,DESCONTO A VISTA,2
1151,PROPOSTA,PRAZO PARA PAGAMENTO,10
1151,SONDAGEM,AVALIACAO FINANCEIRA,3
1151,SONDAGEM,MOTIVO DO ATRASO,7
1152,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1152,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1152,PROPOSTA,PRAZO PARA PAGAMENTO,2
1152,SONDAGEM,AVALIACAO FINANCEIRA,1
1152,SONDAGEM,MOTIVO DO ATRASO,9
1153,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1154,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1154,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1154,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1154,PROPOSTA,DESCONTO A VISTA,1
1154,PROPOSTA,DESCONTO PARCELADO,1
1154,PROPOSTA,TAXAS  E JUROS,2
1154,SONDAGEM,AVALIACAO FINANCEIRA,4
1154,SONDAGEM,MOTIVO DO ATRASO,3
1155,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1155,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1155,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1155,PROPOSTA,PRAZO PARA PAGAMENTO,6
1155,SONDAGEM,MOTIVO DO ATRASO,4
1156,SONDAGEM,AVALIACAO FINANCEIRA,2
1156,SONDAGEM,MOTIVO DO ATRASO,1
1157,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1157,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1157,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1157,CHAMADA COM ACORDO,CHAMADA COM ACORDO,6
1157,PROPOSTA,DESCONTO PARCELADO,1
1157,PROPOSTA,PRAZO PARA PAGAMENTO,4
1157,SONDAGEM,AVALIACAO FINANCEIRA,1
1158,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1158,CHAMADA COM ACORDO,CHAMADA COM ACORDO,5
1158,PROPOSTA,PRAZO PARA PAGAMENTO,2
1158,SONDAGEM,AVALIACAO FINANCEIRA,3
1158,SONDAGEM,MOTIVO DO ATRASO,3
1159,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1159,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,3
1159,CHAMADA COM ACORDO,CHAMADA COM ACORDO,7
1159,PROPOSTA,DESCONTO A VISTA,1
1159,PROPOSTA,PRAZO PARA PAGAMENTO,2
1159,SONDAGEM,AVALIACAO FINANCEIRA,2
1159,SONDAGEM,MOTIVO DO ATRASO,5
1160,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1160,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1160,PROPOSTA,DESCONTO A VISTA,3
1160,PROPOSTA,PRAZO PARA PAGAMENTO,3
1160,SONDAGEM,AVALIACAO FINANCEIRA,2
1160,SONDAGEM,MOTIVO DO ATRASO,1
1161,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,2
1161,ARGUMENTAÇÃO,NEGATIVAÇÃO,7
1161,CHAMADA COM ACORDO,CHAMADA COM ACORDO,4
1161,PROPOSTA,DESCONTO A VISTA,1
1161,PROPOSTA,PRAZO PARA PAGAMENTO,8
1161,SONDAGEM,MOTIVO DO ATRASO,5
1162,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1162,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1162,PROPOSTA,DESCONTO A VISTA,6
1162,PROPOSTA,ENTRADA,4
1162,PROPOSTA,PRAZO PARA PAGAMENTO,2
1162,SONDAGEM,AVALIACAO FINANCEIRA,1
1163,ARGUMENTAÇÃO,NEGATIVAÇÃO,1
1163,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1163,PROPOSTA,PRAZO PARA PAGAMENTO,2
1163,SONDAGEM,MOTIVO DO ATRASO,8
1164,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,4
1164,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1164,PROPOSTA,PRAZO PARA PAGAMENTO,3
1164,SONDAGEM,AVALIACAO FINANCEIRA,4
1164,SONDAGEM,MOTIVO DO ATRASO,1
1165,SONDAGEM,MOTIVO DO ATRASO,1
1166,PROPOSTA,PRAZO PARA PAGAMENTO,3
1166,SONDAGEM,MOTIVO DO ATRASO,6
1167,SONDAGEM,MOTIVO DO ATRASO,8
1168,SONDAGEM,MOTIVO DO ATRASO,8
1169,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1169,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1169,CHAMADA COM ACORDO,CHAMADA COM ACORDO,3
1169,PROPOSTA,PRAZO PARA PAGAMENTO,4
1169,SONDAGEM,AVALIACAO FINANCEIRA,3
1170,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1170,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1170,PROPOSTA,DESCONTO A VISTA,4
1170,PROPOSTA,DESCONTO PARCELADO,1
1170,PROPOSTA,PRAZO PARA PAGAMENTO,3
1170,SONDAGEM,AVALIACAO FINANCEIRA,3
1170,SONDAGEM,MOTIVO DO ATRASO,7
1171,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,1
1171,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,1
1171,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1171,PROPOSTA,PRAZO PARA PAGAMENTO,2
1171,SONDAGEM,AVALIACAO FINANCEIRA,2
1171,SONDAGEM,MOTIVO DO ATRASO,7
1172,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1172,ARGUMENTAÇÃO,NEGATIVAÇÃO,4
1172,PROPOSTA,PRAZO PARA PAGAMENTO,6
1172,SONDAGEM,AVALIACAO FINANCEIRA,14
1172,SONDAGEM,MOTIVO DO ATRASO,7
1173,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1173,SONDAGEM,MOTIVO DO ATRASO,2
1174,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1174,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,6
1174,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1174,PROPOSTA,DESCONTO A VISTA,2
1174,PROPOSTA,PRAZO PARA PAGAMENTO,6
1174,SONDAGEM,MOTIVO DO ATRASO,4
1175,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1175,ARGUMENTAÇÃO,NEGATIVAÇÃO,2
1175,PROPOSTA,DESCONTO A VISTA,10
1175,PROPOSTA,PRAZO PARA PAGAMENTO,6
1175,SONDAGEM,AVALIACAO FINANCEIRA,3
1175,SONDAGEM,MOTIVO DO ATRASO,2
1176,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,4
1176,ARGUMENTAÇÃO,DESCONEXÃO DA LINHA,5
1176,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1176,PROPOSTA,PRAZO PARA PAGAMENTO,4
1176,SONDAGEM,MOTIVO DO ATRASO,1
1177,ARGUMENTAÇÃO,AÇÕES DE COBRANÇA,3
1177,ARGUMENTAÇÃO,NEGATIVAÇÃO,3
1177,CHAMADA COM ACORDO,CHAMADA COM ACORDO,2
1177,PROPOSTA,DESCONTO A VISTA,1
1177,PROPOSTA,PRAZO PARA PAGAMENTO,7
1177,SONDAGEM,AVALIACAO FINANCEIRA,2
1177,SONDAGEM,MOTIVO DO ATRASO,4
1178,PROPOSTA,PRAZO PARA PAGAMENTO,3
1178,SONDAGEM,AVALIACAO FINANCEIRA,6
1179,CHAMADA COM ACORDO,CHAMADA COM ACORDO,1
1179,PROPOSTA,DESCONTO A VISTA,2
